year,checkpoint,calendar_month,simulation_month,promotion,roster,target,cap,cash,runway,stability,free_agents,world_contracted
2062,July,July,439,Legacy Fighting Alliance,143,144,168,34661076,3456000,79,409,1838
2062,July,July,439,ONE Championship,193,200,224,79481856,4800000,98,409,1838
2062,July,July,439,Oktagon MMA,159,160,184,74086283,3840000,92,409,1838
2062,July,July,439,Professional Fighters League,187,200,224,80840693,4800000,97,409,1838
2062,July,July,439,RIZIN Fighting Federation,161,176,200,84060310,4224000,99,409,1838
2062,July,July,439,Ultimate Fighting Championship,257,280,304,113274770,6720000,93,409,1838
2062,December,December,444,Absolute Championship Akhmat,142,144,168,63787211,3456000,95,409,1840
2062,December,December,444,BAMMA,144,144,168,30050787,3456000,73,409,1840
2062,December,December,444,BRAVE Combat Federation,139,144,168,42155355,3456000,98,409,1840
2062,December,December,444,Cage Warriors,156,160,184,32210504,3840000,74,409,1840
2062,December,December,444,KSW,157,160,184,54615175,3840000,91,409,1840
2062,December,December,444,Legacy Fighting Alliance,143,144,168,34923670,3456000,80,409,1840
2062,December,December,444,ONE Championship,191,200,224,75907424,4800000,98,409,1840
2062,December,December,444,Oktagon MMA,159,160,184,71581282,3840000,92,409,1840
2062,December,December,444,Professional Fighters League,188,200,224,81773359,4800000,98,409,1840
2062,December,December,444,RIZIN Fighting Federation,163,176,200,77048885,4224000,99,409,1840
2062,December,December,444,Ultimate Fighting Championship,258,280,304,108461277,6720000,93,409,1840
2063,July,July,451,Absolute Championship Akhmat,144,144,168,58725195,3456000,94,410,1829
2063,July,July,451,BAMMA,144,144,168,33403257,3456000,75,410,1829
2063,July,July,451,BRAVE Combat Federation,138,144,168,46141461,3456000,98,410,1829
2063,July,July,451,Cage Warriors,158,160,184,33567877,3840000,74,410,1829
2063,July,July,451,KSW,156,160,184,52889393,3840000,94,410,1829
2063,July,July,451,Legacy Fighting Alliance,142,144,168,33429752,3456000,79,410,1829
2063,July,July,451,ONE Championship,187,200,224,80559554,4800000,100,410,1829
2063,July,July,451,Oktagon MMA,158,160,184,72500943,3840000,94,410,1829
2063,July,July,451,Professional Fighters League,182,200,224,80835629,4800000,99,410,1829
2063,July,July,451,RIZIN Fighting Federation,161,176,200,68074956,4224000,98,410,1829
2063,July,July,451,Ultimate Fighting Championship,259,280,304,99252535,6720000,92,410,1829
2063,December,December,456,Absolute Championship Akhmat,141,144,168,56863294,3456000,94,408,1820
2063,December,December,456,BAMMA,142,144,168,34091453,3456000,76,408,1820
2063,December,December,456,BRAVE Combat Federation,137,144,168,43112099,3456000,96,408,1820
2063,December,December,456,Cage Warriors,160,160,184,33436826,3840000,75,408,1820
2063,December,December,456,KSW,157,160,184,54780956,3840000,96,408,1820
2063,December,December,456,Legacy Fighting Alliance,144,144,168,32436931,3456000,79,408,1820
2063,December,December,456,ONE Championship,186,200,224,72500284,4800000,99,408,1820
2063,December,December,456,Oktagon MMA,154,160,184,69292384,3840000,94,408,1820
2063,December,December,456,Professional Fighters League,178,200,224,79408932,4800000,99,408,1820
2063,December,December,456,RIZIN Fighting Federation,165,176,200,72398788,4224000,99,408,1820
2063,December,December,456,Ultimate Fighting Championship,256,280,304,99778593,6720000,93,408,1820
2064,July,July,463,Absolute Championship Akhmat,141,144,168,58666011,3456000,96,408,1819
2064,July,July,463,BAMMA,141,144,168,32640350,3456000,75,408,1819
2064,July,July,463,BRAVE Combat Federation,139,144,168,54000354,3456000,100,408,1819
2064,July,July,463,Cage Warriors,158,160,184,38721901,3840000,79,408,1819
2064,July,July,463,KSW,152,160,184,59304147,3840000,99,408,1819
2064,July,July,463,Legacy Fighting Alliance,141,144,168,35126469,3456000,81,408,1819
2064,July,July,463,ONE Championship,193,200,224,76464881,4800000,100,408,1819
2064,July,July,463,Oktagon MMA,154,160,184,70507743,3840000,95,408,1819
2064,July,July,463,Professional Fighters League,180,200,224,86238292,4800000,100,408,1819
2064,July,July,463,RIZIN Fighting Federation,166,176,200,68435966,4224000,99,408,1819
2064,July,July,463,Ultimate Fighting Championship,254,280,304,117630117,6720000,96,408,1819
2064,December,December,468,Absolute Championship Akhmat,143,144,168,59495813,3456000,97,407,1823
2064,December,December,468,BAMMA,142,144,168,33368298,3456000,75,407,1823
2064,December,December,468,BRAVE Combat Federation,139,144,168,51020430,3456000,97,407,1823
2064,December,December,468,Cage Warriors,157,160,184,39659982,3840000,81,407,1823
2064,December,December,468,KSW,152,160,184,56249135,3840000,99,407,1823
2064,December,December,468,Legacy Fighting Alliance,143,144,168,32832483,3456000,80,407,1823
2064,December,December,468,ONE Championship,195,200,224,69883574,4800000,99,407,1823
2064,December,December,468,Oktagon MMA,153,160,184,70912126,3840000,96,407,1823
2064,December,December,468,Professional Fighters League,178,200,224,76495179,4800000,99,407,1823
2064,December,December,468,RIZIN Fighting Federation,165,176,200,65558950,4224000,98,407,1823
2064,December,December,468,Ultimate Fighting Championship,256,280,304,120839789,6720000,97,407,1823
2065,July,July,475,Absolute Championship Akhmat,139,144,168,62559263,3456000,99,408,1802
2065,July,July,475,BAMMA,140,144,168,36091076,3456000,77,408,1802
2065,July,July,475,BRAVE Combat Federation,138,144,168,55240768,3456000,100,408,1802
2065,July,July,475,Cage Warriors,158,160,184,45268688,3840000,84,408,1802
2065,July,July,475,KSW,153,160,184,53804740,3840000,99,408,1802
2065,July,July,475,Legacy Fighting Alliance,141,144,168,32732545,3456000,81,408,1802
2065,July,July,475,ONE Championship,191,200,224,73671253,4800000,99,408,1802
2065,July,July,475,Oktagon MMA,147,160,184,72286109,3840000,98,408,1802
2065,July,July,475,Professional Fighters League,180,200,224,83059185,4800000,100,408,1802
2065,July,July,475,RIZIN Fighting Federation,158,176,200,66395515,4224000,99,408,1802
2065,July,July,475,Ultimate Fighting Championship,257,280,304,119438854,6720000,98,408,1802
2065,December,December,480,Absolute Championship Akhmat,138,144,168,67781954,3456000,99,408,1803
2065,December,December,480,BAMMA,144,144,168,35471341,3456000,76,408,1803
2065,December,December,480,BRAVE Combat Federation,137,144,168,55781090,3456000,99,408,1803
2065,December,December,480,Cage Warriors,158,160,184,42114229,3840000,84,408,1803
2065,December,December,480,KSW,155,160,184,54293442,3840000,99,408,1803
2065,December,December,480,Legacy Fighting Alliance,141,144,168,33127138,3456000,82,408,1803
2065,December,December,480,ONE Championship,190,200,224,79635126,4800000,99,408,1803
2065,December,December,480,Oktagon MMA,148,160,184,72662871,3840000,99,408,1803
2065,December,December,480,Professional Fighters League,179,200,224,81464011,4800000,99,408,1803
2065,December,December,480,RIZIN Fighting Federation,157,176,200,65759345,4224000,99,408,1803
2065,December,December,480,Ultimate Fighting Championship,256,280,304,119302026,6720000,99,408,1803
2066,July,July,487,Absolute Championship Akhmat,141,144,168,67128136,3456000,100,407,1803
2066,July,July,487,BAMMA,142,144,168,38528920,3456000,79,407,1803
2066,July,July,487,BRAVE Combat Federation,139,144,168,55249546,3456000,100,407,1803
2066,July,July,487,Cage Warriors,159,160,184,44514177,3840000,87,407,1803
2066,July,July,487,KSW,158,160,184,52218818,3840000,99,407,1803
2066,July,July,487,Legacy Fighting Alliance,143,144,168,38571941,3456000,86,407,1803
2066,July,July,487,ONE Championship,178,200,224,85847536,4800000,100,407,1803
2066,July,July,487,Oktagon MMA,147,160,184,66665410,3840000,99,407,1803
2066,July,July,487,Professional Fighters League,180,200,224,82591729,4800000,100,407,1803
2066,July,July,487,RIZIN Fighting Federation,158,176,200,66009303,4224000,99,407,1803
2066,July,July,487,Ultimate Fighting Championship,258,280,304,107216783,6720000,98,407,1803
2066,December,December,492,Absolute Championship Akhmat,141,144,168,67849453,3456000,99,410,1807
2066,December,December,492,BAMMA,144,144,168,39812630,3456000,79,410,1807
2066,December,December,492,BRAVE Combat Federation,138,144,168,52522343,3456000,99,410,1807
2066,December,December,492,Cage Warriors,157,160,184,46149548,3840000,88,410,1807
2066,December,December,492,KSW,160,160,184,50481942,3840000,99,410,1807
2066,December,December,492,Legacy Fighting Alliance,144,144,168,38548009,3456000,86,410,1807
2066,December,December,492,ONE Championship,180,200,224,88156239,4800000,99,410,1807
2066,December,December,492,Oktagon MMA,146,160,184,74808363,3840000,99,410,1807
2066,December,December,492,Professional Fighters League,180,200,224,74586354,4800000,98,410,1807
2066,December,December,492,RIZIN Fighting Federation,160,176,200,62812331,4224000,99,410,1807
2066,December,December,492,Ultimate Fighting Championship,257,280,304,106807930,6720000,98,410,1807
2067,July,July,499,Absolute Championship Akhmat,135,144,168,64870026,3456000,99,407,1792
2067,July,July,499,BAMMA,143,144,168,41116184,3456000,81,407,1792
2067,July,July,499,BRAVE Combat Federation,142,144,168,55126556,3456000,100,407,1792
2067,July,July,499,Cage Warriors,157,160,184,44660168,3840000,92,407,1792
2067,July,July,499,KSW,160,160,184,46164631,3840000,98,407,1792
2067,July,July,499,Legacy Fighting Alliance,143,144,168,41977804,3456000,89,407,1792
2067,July,July,499,ONE Championship,181,200,224,86830515,4800000,100,407,1792
2067,July,July,499,Oktagon MMA,145,160,184,74310646,3840000,99,407,1792
2067,July,July,499,Professional Fighters League,179,200,224,76508722,4800000,99,407,1792
2067,July,July,499,RIZIN Fighting Federation,151,176,200,68928821,4224000,100,407,1792
2067,July,July,499,Ultimate Fighting Championship,256,280,304,111768903,6720000,99,407,1792
2067,December,December,504,Absolute Championship Akhmat,135,144,168,64701615,3456000,99,408,1802
2067,December,December,504,BAMMA,144,144,168,40304189,3456000,82,408,1802
2067,December,December,504,BRAVE Combat Federation,142,144,168,56488774,3456000,99,408,1802
2067,December,December,504,Cage Warriors,159,160,184,40801468,3840000,91,408,1802
2067,December,December,504,KSW,160,160,184,43963257,3840000,98,408,1802
2067,December,December,504,Legacy Fighting Alliance,144,144,168,38457150,3456000,86,408,1802
2067,December,December,504,ONE Championship,178,200,224,81991500,4800000,99,408,1802
2067,December,December,504,Oktagon MMA,149,160,184,83168876,3840000,99,408,1802
2067,December,December,504,Professional Fighters League,178,200,224,82667796,4800000,99,408,1802
2067,December,December,504,RIZIN Fighting Federation,156,176,200,69230448,4224000,99,408,1802
2067,December,December,504,Ultimate Fighting Championship,257,280,304,110042608,6720000,99,408,1802
2068,July,July,511,Absolute Championship Akhmat,137,144,168,65611548,3456000,100,409,1807
2068,July,July,511,BAMMA,144,144,168,40829225,3456000,85,409,1807
2068,July,July,511,BRAVE Combat Federation,141,144,168,57703773,3456000,100,409,1807
2068,July,July,511,Cage Warriors,158,160,184,44876082,3840000,95,409,1807
2068,July,July,511,KSW,155,160,184,51426076,3840000,100,409,1807
2068,July,July,511,Legacy Fighting Alliance,144,144,168,43887053,3456000,90,409,1807
2068,July,July,511,ONE Championship,178,200,224,82299326,4800000,100,409,1807
2068,July,July,511,Oktagon MMA,155,160,184,78329632,3840000,99,409,1807
2068,July,July,511,Professional Fighters League,179,200,224,86492642,4800000,99,409,1807
2068,July,July,511,RIZIN Fighting Federation,159,176,200,77787714,4224000,100,409,1807
2068,July,July,511,Ultimate Fighting Championship,257,280,304,111586480,6720000,99,409,1807
2068,December,December,516,Absolute Championship Akhmat,140,144,168,67556872,3456000,99,408,1806
2068,December,December,516,BAMMA,143,144,168,38715233,3456000,86,408,1806
2068,December,December,516,BRAVE Combat Federation,143,144,168,61041114,3456000,99,408,1806
2068,December,December,516,Cage Warriors,156,160,184,42735672,3840000,95,408,1806
2068,December,December,516,KSW,157,160,184,53742781,3840000,99,408,1806
2068,December,December,516,Legacy Fighting Alliance,144,144,168,46004091,3456000,92,408,1806
2068,December,December,516,ONE Championship,178,200,224,79880610,4800000,99,408,1806
2068,December,December,516,Oktagon MMA,152,160,184,78593389,3840000,99,408,1806
2068,December,December,516,Professional Fighters League,178,200,224,84083632,4800000,99,408,1806
2068,December,December,516,RIZIN Fighting Federation,160,176,200,73996033,4224000,99,408,1806
2068,December,December,516,Ultimate Fighting Championship,255,280,304,118418389,6720000,99,408,1806
2069,July,July,523,Absolute Championship Akhmat,144,144,168,67658407,3456000,100,409,1813
2069,July,July,523,BAMMA,144,144,168,40920597,3456000,89,409,1813
2069,July,July,523,BRAVE Combat Federation,144,144,168,61346525,3456000,99,409,1813
2069,July,July,523,Cage Warriors,157,160,184,45811601,3840000,97,409,1813
2069,July,July,523,KSW,155,160,184,60677661,3840000,100,409,1813
2069,July,July,523,Legacy Fighting Alliance,144,144,168,49531692,3456000,95,409,1813
2069,July,July,523,ONE Championship,178,200,224,91357400,4800000,100,409,1813
2069,July,July,523,Oktagon MMA,151,160,184,78447701,3840000,99,409,1813
2069,July,July,523,Professional Fighters League,178,200,224,78906727,4800000,99,409,1813
2069,July,July,523,RIZIN Fighting Federation,162,176,200,74995860,4224000,99,409,1813
2069,July,July,523,Ultimate Fighting Championship,256,280,304,119026211,6720000,99,409,1813
2069,December,December,528,Absolute Championship Akhmat,144,144,168,71455537,3456000,99,411,1827
2069,December,December,528,BAMMA,144,144,168,40829172,3456000,91,411,1827
2069,December,December,528,BRAVE Combat Federation,144,144,168,61311856,3456000,99,411,1827
2069,December,December,528,Cage Warriors,160,160,184,45833996,3840000,98,411,1827
2069,December,December,528,KSW,154,160,184,58303592,3840000,99,411,1827
2069,December,December,528,Legacy Fighting Alliance,144,144,168,50148415,3456000,96,411,1827
2069,December,December,528,ONE Championship,178,200,224,86443127,4800000,99,411,1827
2069,December,December,528,Oktagon MMA,155,160,184,78652064,3840000,99,411,1827
2069,December,December,528,Professional Fighters League,180,200,224,79629171,4800000,99,411,1827
2069,December,December,528,RIZIN Fighting Federation,166,176,200,73462413,4224000,99,411,1827
2069,December,December,528,Ultimate Fighting Championship,258,280,304,117206172,6720000,99,411,1827
2070,July,July,535,Absolute Championship Akhmat,144,144,168,67897832,3456000,99,410,1833
2070,July,July,535,BAMMA,141,144,168,42775482,3456000,93,410,1833
2070,July,July,535,BRAVE Combat Federation,144,144,168,58439432,3456000,99,410,1833
2070,July,July,535,Cage Warriors,159,160,184,50184005,3840000,100,410,1833
2070,July,July,535,KSW,155,160,184,61548620,3840000,99,410,1833
2070,July,July,535,Legacy Fighting Alliance,144,144,168,50261552,3456000,96,410,1833
2070,July,July,535,ONE Championship,178,200,224,91678354,4800000,100,410,1833
2070,July,July,535,Oktagon MMA,158,160,184,75535392,3840000,99,410,1833
2070,July,July,535,Professional Fighters League,180,200,224,83035641,4800000,100,410,1833
2070,July,July,535,RIZIN Fighting Federation,169,176,200,73871142,4224000,99,410,1833
2070,July,July,535,Ultimate Fighting Championship,261,280,304,119084998,6720000,100,410,1833
2070,December,December,540,Absolute Championship Akhmat,143,144,168,65779327,3456000,99,411,1842
2070,December,December,540,BAMMA,143,144,168,44412766,3456000,96,411,1842
2070,December,December,540,BRAVE Combat Federation,144,144,168,57221427,3456000,99,411,1842
2070,December,December,540,Cage Warriors,159,160,184,51120840,3840000,99,411,1842
2070,December,December,540,KSW,156,160,184,56787114,3840000,98,411,1842
2070,December,December,540,Legacy Fighting Alliance,144,144,168,48887518,3456000,98,411,1842
2070,December,December,540,ONE Championship,178,200,224,92848559,4800000,99,411,1842
2070,December,December,540,Oktagon MMA,160,160,184,80395044,3840000,99,411,1842
