year,checkpoint,calendar_month,simulation_month,promotion,roster,target,cap,cash,runway,stability,free_agents,world_contracted
2096,December,December,852,Cage Warriors,157,160,184,57421381,3840000,99,411,1866
2096,December,December,852,KSW,159,160,184,64238411,3840000,99,411,1866
2096,December,December,852,Legacy Fighting Alliance,144,144,168,52620748,3456000,99,411,1866
2096,December,December,852,ONE Championship,191,200,224,84412515,4800000,99,411,1866
2096,December,December,852,Oktagon MMA,158,160,184,89733073,3840000,99,411,1866
2096,December,December,852,Professional Fighters League,194,200,224,102031087,4800000,99,411,1866
2096,December,December,852,RIZIN Fighting Federation,176,176,200,73702256,4224000,99,411,1866
2096,December,December,852,Ultimate Fighting Championship,258,280,304,105252159,6720000,99,411,1866
2097,July,July,859,Absolute Championship Akhmat,144,144,168,60051121,3456000,100,411,1866
2097,July,July,859,BAMMA,142,144,168,44402726,3456000,99,411,1866
2097,July,July,859,BRAVE Combat Federation,144,144,168,59149216,3456000,99,411,1866
2097,July,July,859,Cage Warriors,160,160,184,56742093,3840000,99,411,1866
2097,July,July,859,KSW,159,160,184,71293960,3840000,100,411,1866
2097,July,July,859,Legacy Fighting Alliance,144,144,168,54961054,3456000,100,411,1866
2097,July,July,859,ONE Championship,191,200,224,83351065,4800000,100,411,1866
2097,July,July,859,Oktagon MMA,157,160,184,95964109,3840000,100,411,1866
2097,July,July,859,Professional Fighters League,191,200,224,100638502,4800000,100,411,1866
2097,July,July,859,RIZIN Fighting Federation,174,176,200,90754610,4224000,100,411,1866
2097,July,July,859,Ultimate Fighting Championship,260,280,304,106672835,6720000,100,411,1866
2097,December,December,864,Absolute Championship Akhmat,144,144,168,54960382,3456000,98,412,1872
2097,December,December,864,BAMMA,143,144,168,42763595,3456000,98,412,1872
2097,December,December,864,BRAVE Combat Federation,144,144,168,56081097,3456000,99,412,1872
2097,December,December,864,Cage Warriors,157,160,184,57183455,3840000,99,412,1872
2097,December,December,864,KSW,160,160,184,67764816,3840000,99,412,1872
2097,December,December,864,Legacy Fighting Alliance,143,144,168,55379115,3456000,99,412,1872
2097,December,December,864,ONE Championship,192,200,224,85568411,4800000,99,412,1872
2097,December,December,864,Oktagon MMA,160,160,184,96687626,3840000,99,412,1872
2097,December,December,864,Professional Fighters League,194,200,224,95110235,4800000,99,412,1872
2097,December,December,864,RIZIN Fighting Federation,176,176,200,93739971,4224000,99,412,1872
2097,December,December,864,Ultimate Fighting Championship,259,280,304,106418749,6720000,99,412,1872
2098,July,July,871,Absolute Championship Akhmat,144,144,168,61159655,3456000,100,410,1864
2098,July,July,871,BAMMA,141,144,168,43597635,3456000,99,410,1864
2098,July,July,871,BRAVE Combat Federation,144,144,168,52725250,3456000,99,410,1864
2098,July,July,871,Cage Warriors,160,160,184,57400169,3840000,99,410,1864
2098,July,July,871,KSW,159,160,184,67017996,3840000,99,410,1864
2098,July,July,871,Legacy Fighting Alliance,144,144,168,53835979,3456000,100,410,1864
2098,July,July,871,ONE Championship,189,200,224,86344743,4800000,100,410,1864
2098,July,July,871,Oktagon MMA,160,160,184,96963171,3840000,100,410,1864
2098,July,July,871,Professional Fighters League,192,200,224,88306932,4800000,99,410,1864
2098,July,July,871,RIZIN Fighting Federation,173,176,200,94892427,4224000,100,410,1864
2098,July,July,871,Ultimate Fighting Championship,258,280,304,110456619,6720000,100,410,1864
2098,December,December,876,Absolute Championship Akhmat,144,144,168,61908754,3456000,99,410,1868
2098,December,December,876,BAMMA,142,144,168,44296393,3456000,99,410,1868
2098,December,December,876,BRAVE Combat Federation,143,144,168,49105019,3456000,98,410,1868
2098,December,December,876,Cage Warriors,159,160,184,58329278,3840000,99,410,1868
2098,December,December,876,KSW,158,160,184,64506620,3840000,99,410,1868
2098,December,December,876,Legacy Fighting Alliance,142,144,168,51394963,3456000,99,410,1868
2098,December,December,876,ONE Championship,191,200,224,82940337,4800000,99,410,1868
2098,December,December,876,Oktagon MMA,160,160,184,92340151,3840000,99,410,1868
2098,December,December,876,Professional Fighters League,192,200,224,90850694,4800000,99,410,1868
2098,December,December,876,RIZIN Fighting Federation,176,176,200,93777643,4224000,99,410,1868
2098,December,December,876,Ultimate Fighting Championship,261,280,304,101006988,6720000,99,410,1868
2099,July,July,883,Absolute Championship Akhmat,140,144,168,69087405,3456000,99,410,1862
2099,July,July,883,BAMMA,142,144,168,45396216,3456000,100,410,1862
2099,July,July,883,BRAVE Combat Federation,140,144,168,49577742,3456000,100,410,1862
2099,July,July,883,Cage Warriors,160,160,184,60812279,3840000,100,410,1862
2099,July,July,883,KSW,156,160,184,59950023,3840000,98,410,1862
2099,July,July,883,Legacy Fighting Alliance,144,144,168,46969525,3456000,98,410,1862
2099,July,July,883,ONE Championship,194,200,224,90416241,4800000,100,410,1862
2099,July,July,883,Oktagon MMA,160,160,184,88177312,3840000,100,410,1862
2099,July,July,883,Professional Fighters League,191,200,224,91435068,4800000,99,410,1862
2099,July,July,883,RIZIN Fighting Federation,175,176,200,88111854,4224000,99,410,1862
2099,July,July,883,Ultimate Fighting Championship,260,280,304,103938515,6720000,100,410,1862
2099,December,December,888,Absolute Championship Akhmat,138,144,168,65810878,3456000,99,409,1860
2099,December,December,888,BAMMA,143,144,168,45393087,3456000,99,409,1860
2099,December,December,888,BRAVE Combat Federation,143,144,168,50824302,3456000,99,409,1860
2099,December,December,888,Cage Warriors,158,160,184,58160401,3840000,99,409,1860
2099,December,December,888,KSW,160,160,184,60937381,3840000,99,409,1860
2099,December,December,888,Legacy Fighting Alliance,144,144,168,47431071,3456000,99,409,1860
2099,December,December,888,ONE Championship,192,200,224,93175080,4800000,99,409,1860
2099,December,December,888,Oktagon MMA,160,160,184,90975826,3840000,99,409,1860
2099,December,December,888,Professional Fighters League,187,200,224,87433960,4800000,99,409,1860
2099,December,December,888,RIZIN Fighting Federation,176,176,200,82138303,4224000,98,409,1860
2099,December,December,888,Ultimate Fighting Championship,259,280,304,110339316,6720000,99,409,1860
2100,July,July,895,Absolute Championship Akhmat,143,144,168,72061843,3456000,100,409,1855
2100,July,July,895,BAMMA,144,144,168,42409004,3456000,99,409,1855
2100,July,July,895,BRAVE Combat Federation,144,144,168,55522047,3456000,99,409,1855
2100,July,July,895,Cage Warriors,154,160,184,59096530,3840000,100,409,1855
2100,July,July,895,KSW,160,160,184,67855362,3840000,99,409,1855
2100,July,July,895,Legacy Fighting Alliance,144,144,168,50297019,3456000,99,409,1855
2100,July,July,895,ONE Championship,191,200,224,98603935,4800000,99,409,1855
2100,July,July,895,Oktagon MMA,159,160,184,94984505,3840000,100,409,1855
2100,July,July,895,Professional Fighters League,189,200,224,85356565,4800000,99,409,1855
2100,July,July,895,RIZIN Fighting Federation,169,176,200,75011034,4224000,97,409,1855
2100,July,July,895,Ultimate Fighting Championship,258,280,304,118215591,6720000,99,409,1855
2100,December,December,900,Absolute Championship Akhmat,142,144,168,74075790,3456000,99,408,1851
2100,December,December,900,BAMMA,143,144,168,43938841,3456000,99,408,1851
2100,December,December,900,BRAVE Combat Federation,143,144,168,52117110,3456000,98,408,1851
2100,December,December,900,Cage Warriors,153,160,184,57798207,3840000,99,408,1851
2100,December,December,900,KSW,157,160,184,66659515,3840000,99,408,1851
2100,December,December,900,Legacy Fighting Alliance,144,144,168,47616859,3456000,99,408,1851
2100,December,December,900,ONE Championship,193,200,224,92893160,4800000,99,408,1851
2100,December,December,900,Oktagon MMA,158,160,184,89082923,3840000,99,408,1851
2100,December,December,900,Professional Fighters League,191,200,224,81197356,4800000,99,408,1851
2100,December,December,900,RIZIN Fighting Federation,170,176,200,70488463,4224000,97,408,1851
2100,December,December,900,Ultimate Fighting Championship,257,280,304,103345142,6720000,97,408,1851
2101,July,July,907,Absolute Championship Akhmat,144,144,168,76883917,3456000,99,411,1856
2101,July,July,907,BAMMA,144,144,168,43108552,3456000,99,411,1856
2101,July,July,907,BRAVE Combat Federation,144,144,168,54016505,3456000,100,411,1856
2101,July,July,907,Cage Warriors,152,160,184,51898438,3840000,98,411,1856
2101,July,July,907,KSW,160,160,184,61966241,3840000,98,411,1856
2101,July,July,907,Legacy Fighting Alliance,144,144,168,49429757,3456000,100,411,1856
2101,July,July,907,ONE Championship,198,200,224,84364826,4800000,98,411,1856
2101,July,July,907,Oktagon MMA,158,160,184,90012753,3840000,99,411,1856
2101,July,July,907,Professional Fighters League,189,200,224,80255651,4800000,99,411,1856
2101,July,July,907,RIZIN Fighting Federation,167,176,200,70473242,4224000,98,411,1856
2101,July,July,907,Ultimate Fighting Championship,256,280,304,104406652,6720000,98,411,1856
2101,December,December,912,Absolute Championship Akhmat,144,144,168,76166812,3456000,99,409,1859
2101,December,December,912,BAMMA,144,144,168,43423751,3456000,99,409,1859
2101,December,December,912,BRAVE Combat Federation,144,144,168,54235761,3456000,99,409,1859
2101,December,December,912,Cage Warriors,156,160,184,54308440,3840000,99,409,1859
2101,December,December,912,KSW,159,160,184,65615043,3840000,99,409,1859
2101,December,December,912,Legacy Fighting Alliance,144,144,168,44181599,3456000,98,409,1859
2101,December,December,912,ONE Championship,195,200,224,87150681,4800000,99,409,1859
2101,December,December,912,Oktagon MMA,156,160,184,92310321,3840000,99,409,1859
2101,December,December,912,Professional Fighters League,188,200,224,79814411,4800000,99,409,1859
2101,December,December,912,RIZIN Fighting Federation,169,176,200,71791615,4224000,99,409,1859
2101,December,December,912,Ultimate Fighting Championship,260,280,304,98188151,6720000,98,409,1859
2102,July,July,919,Absolute Championship Akhmat,144,144,168,73387296,3456000,100,411,1861
2102,July,July,919,BAMMA,143,144,168,43196671,3456000,99,411,1861
2102,July,July,919,BRAVE Combat Federation,144,144,168,57567885,3456000,100,411,1861
2102,July,July,919,Cage Warriors,159,160,184,51268095,3840000,99,411,1861
2102,July,July,919,KSW,156,160,184,65917176,3840000,100,411,1861
2102,July,July,919,Legacy Fighting Alliance,144,144,168,40325783,3456000,98,411,1861
2102,July,July,919,ONE Championship,194,200,224,88666313,4800000,100,411,1861
2102,July,July,919,Oktagon MMA,159,160,184,93187063,3840000,99,411,1861
2102,July,July,919,Professional Fighters League,186,200,224,94561781,4800000,100,411,1861
2102,July,July,919,RIZIN Fighting Federation,167,176,200,70358533,4224000,100,411,1861
2102,July,July,919,Ultimate Fighting Championship,265,280,304,107091280,6720000,100,411,1861
2102,December,December,924,Absolute Championship Akhmat,144,144,168,75581222,3456000,99,410,1865
2102,December,December,924,BAMMA,143,144,168,41605325,3456000,99,410,1865
2102,December,December,924,BRAVE Combat Federation,144,144,168,54923570,3456000,99,410,1865
2102,December,December,924,Cage Warriors,160,160,184,50908702,3840000,99,410,1865
2102,December,December,924,KSW,157,160,184,62191707,3840000,99,410,1865
2102,December,December,924,Legacy Fighting Alliance,144,144,168,39149770,3456000,98,410,1865
2102,December,December,924,ONE Championship,195,200,224,84521991,4800000,99,410,1865
2102,December,December,924,Oktagon MMA,156,160,184,93507880,3840000,99,410,1865
2102,December,December,924,Professional Fighters League,186,200,224,94601280,4800000,99,410,1865
2102,December,December,924,RIZIN Fighting Federation,169,176,200,69322664,4224000,99,410,1865
2102,December,December,924,Ultimate Fighting Championship,267,280,304,103546644,6720000,99,410,1865
2103,July,July,931,Absolute Championship Akhmat,140,144,168,74858949,3456000,99,411,1860
2103,July,July,931,BAMMA,144,144,168,43326075,3456000,100,411,1860
2103,July,July,931,BRAVE Combat Federation,144,144,168,56494006,3456000,100,411,1860
2103,July,July,931,Cage Warriors,158,160,184,51992842,3840000,100,411,1860
2103,July,July,931,KSW,159,160,184,64841574,3840000,100,411,1860
2103,July,July,931,Legacy Fighting Alliance,144,144,168,41208338,3456000,99,411,1860
2103,July,July,931,ONE Championship,191,200,224,90339985,4800000,99,411,1860
2103,July,July,931,Oktagon MMA,159,160,184,93958093,3840000,100,411,1860
2103,July,July,931,Professional Fighters League,188,200,224,92068055,4800000,99,411,1860
2103,July,July,931,RIZIN Fighting Federation,172,176,200,71058901,4224000,99,411,1860
2103,July,July,931,Ultimate Fighting Championship,261,280,304,116830492,6720000,99,411,1860
2103,December,December,936,Absolute Championship Akhmat,143,144,168,73261813,3456000,99,409,1861
2103,December,December,936,BAMMA,143,144,168,44751697,3456000,99,409,1861
2103,December,December,936,BRAVE Combat Federation,144,144,168,54443873,3456000,99,409,1861
2103,December,December,936,Cage Warriors,160,160,184,50708261,3840000,99,409,1861
2103,December,December,936,KSW,158,160,184,58059493,3840000,98,409,1861
2103,December,December,936,Legacy Fighting Alliance,143,144,168,42278005,3456000,99,409,1861
2103,December,December,936,ONE Championship,194,200,224,85713150,4800000,99,409,1861
2103,December,December,936,Oktagon MMA,158,160,184,87236676,3840000,99,409,1861
2103,December,December,936,Professional Fighters League,187,200,224,92344706,4800000,99,409,1861
2103,December,December,936,RIZIN Fighting Federation,173,176,200,78441603,4224000,99,409,1861
2103,December,December,936,Ultimate Fighting Championship,258,280,304,117773175,6720000,99,409,1861
2104,July,July,943,Absolute Championship Akhmat,140,144,168,71838611,3456000,99,409,1848
2104,July,July,943,BAMMA,144,144,168,42918995,3456000,100,409,1848
2104,July,July,943,BRAVE Combat Federation,144,144,168,57203410,3456000,100,409,1848
2104,July,July,943,Cage Warriors,158,160,184,51311727,3840000,99,409,1848
2104,July,July,943,KSW,157,160,184,57771412,3840000,99,409,1848
2104,July,July,943,Legacy Fighting Alliance,140,144,168,41450134,3456000,99,409,1848
2104,July,July,943,ONE Championship,191,200,224,82943122,4800000,100,409,1848
2104,July,July,943,Oktagon MMA,157,160,184,80961463,3840000,99,409,1848
2104,July,July,943,Professional Fighters League,189,200,224,93815674,4800000,99,409,1848
2104,July,July,943,RIZIN Fighting Federation,170,176,200,80131132,4224000,99,409,1848
2104,July,July,943,Ultimate Fighting Championship,258,280,304,127146235,6720000,99,409,1848
2104,December,December,948,Absolute Championship Akhmat,142,144,168,72892109,3456000,99,410,1858
2104,December,December,948,BAMMA,144,144,168,43341731,3456000,99,410,1858
2104,December,December,948,BRAVE Combat Federation,144,144,168,60681390,3456000,99,410,1858
2104,December,December,948,Cage Warriors,160,160,184,52376902,3840000,99,410,1858
2104,December,December,948,KSW,157,160,184,60220670,3840000,99,410,1858
2104,December,December,948,Legacy Fighting Alliance,140,144,168,41044733,3456000,98,410,1858
2104,December,December,948,ONE Championship,192,200,224,78861267,4800000,99,410,1858
2104,December,December,948,Oktagon MMA,160,160,184,82776176,3840000,99,410,1858
2104,December,December,948,Professional Fighters League,188,200,224,96029830,4800000,99,410,1858
2104,December,December,948,RIZIN Fighting Federation,173,176,200,77816235,4224000,99,410,1858
2104,December,December,948,Ultimate Fighting Championship,258,280,304,126140905,6720000,99,410,1858
2105,July,July,955,Absolute Championship Akhmat,143,144,168,68514133,3456000,99,410,1850
2105,July,July,955,BAMMA,144,144,168,43045061,3456000,99,410,1850
2105,July,July,955,BRAVE Combat Federation,140,144,168,64333064,3456000,100,410,1850
2105,July,July,955,Cage Warriors,159,160,184,50116781,3840000,99,410,1850
2105,July,July,955,KSW,159,160,184,65714230,3840000,99,410,1850
2105,July,July,955,Legacy Fighting Alliance,137,144,168,44211327,3456000,100,410,1850
2105,July,July,955,ONE Championship,192,200,224,84475772,4800000,100,410,1850
2105,July,July,955,Oktagon MMA,157,160,184,88009845,3840000,99,410,1850
2105,July,July,955,Professional Fighters League,187,200,224,97731217,4800000,100,410,1850
2105,July,July,955,RIZIN Fighting Federation,173,176,200,71220041,4224000,99,410,1850
2105,July,July,955,Ultimate Fighting Championship,259,280,304,126648121,6720000,100,410,1850
2105,December,December,960,Absolute Championship Akhmat,144,144,168,60414378,3456000,98,411,1856
2105,December,December,960,BAMMA,144,144,168,41850200,3456000,99,411,1856
2105,December,December,960,BRAVE Combat Federation,142,144,168,59266050,3456000,99,411,1856
2105,December,December,960,Cage Warriors,159,160,184,55369288,3840000,99,411,1856
2105,December,December,960,KSW,160,160,184,65767492,3840000,99,411,1856
2105,December,December,960,Legacy Fighting Alliance,138,144,168,42843480,3456000,99,411,1856
2105,December,December,960,ONE Championship,190,200,224,84861830,4800000,99,411,1856
2105,December,December,960,Oktagon MMA,160,160,184,83597979,3840000,99,411,1856
2105,December,December,960,Professional Fighters League,187,200,224,96675298,4800000,99,411,1856
2105,December,December,960,RIZIN Fighting Federation,174,176,200,69764680,4224000,99,411,1856
2105,December,December,960,Ultimate Fighting Championship,258,280,304,120062133,6720000,99,411,1856
2106,July,July,967,Absolute Championship Akhmat,143,144,168,62599364,3456000,99,410,1852
2106,July,July,967,BAMMA,144,144,168,45327573,3456000,99,410,1852
2106,July,July,967,BRAVE Combat Federation,139,144,168,61195983,3456000,99,410,1852
2106,July,July,967,Cage Warriors,160,160,184,56720694,3840000,100,410,1852
2106,July,July,967,KSW,160,160,184,62705994,3840000,99,410,1852
2106,July,July,967,Legacy Fighting Alliance,137,144,168,38778025,3456000,98,410,1852
2106,July,July,967,ONE Championship,190,200,224,93818417,4800000,100,410,1852
2106,July,July,967,Oktagon MMA,160,160,184,94495441,3840000,99,410,1852
2106,July,July,967,Professional Fighters League,185,200,224,87222472,4800000,98,410,1852
2106,July,July,967,RIZIN Fighting Federation,174,176,200,85591987,4224000,99,410,1852
2106,July,July,967,Ultimate Fighting Championship,260,280,304,114173183,6720000,99,410,1852
2106,December,December,972,Absolute Championship Akhmat,144,144,168,64423824,3456000,99,411,1853
2106,December,December,972,BAMMA,144,144,168,43962085,3456000,99,411,1853
2106,December,December,972,BRAVE Combat Federation,142,144,168,61457638,3456000,99,411,1853
2106,December,December,972,Cage Warriors,160,160,184,59878530,3840000,99,411,1853
2106,December,December,972,KSW,159,160,184,63247565,3840000,99,411,1853
2106,December,December,972,Legacy Fighting Alliance,140,144,168,38012255,3456000,98,411,1853
2106,December,December,972,ONE Championship,190,200,224,100289596,4800000,99,411,1853
2106,December,December,972,Oktagon MMA,157,160,184,86932162,3840000,99,411,1853
2106,December,December,972,Professional Fighters League,184,200,224,89620618,4800000,99,411,1853
2106,December,December,972,RIZIN Fighting Federation,174,176,200,83901666,4224000,99,411,1853
2106,December,December,972,Ultimate Fighting Championship,259,280,304,108277493,6720000,99,411,1853
2107,July,July,979,Absolute Championship Akhmat,144,144,168,75237826,3456000,100,409,1857
2107,July,July,979,BAMMA,144,144,168,39534290,3456000,98,409,1857
2107,July,July,979,BRAVE Combat Federation,144,144,168,63174036,3456000,100,409,1857
2107,July,July,979,Cage Warriors,158,160,184,59820116,3840000,100,409,1857
2107,July,July,979,KSW,158,160,184,62370813,3840000,99,409,1857
2107,July,July,979,Legacy Fighting Alliance,142,144,168,37399914,3456000,99,409,1857
2107,July,July,979,ONE Championship,194,200,224,97243845,4800000,99,409,1857
2107,July,July,979,Oktagon MMA,157,160,184,83263850,3840000,100,409,1857
2107,July,July,979,Professional Fighters League,185,200,224,100985839,4800000,100,409,1857
2107,July,July,979,RIZIN Fighting Federation,173,176,200,80171147,4224000,99,409,1857
2107,July,July,979,Ultimate Fighting Championship,258,280,304,102999732,6720000,99,409,1857
2107,December,December,984,Absolute Championship Akhmat,142,144,168,70943020,3456000,99,410,1849
2107,December,December,984,BAMMA,143,144,168,38787956,3456000,99,410,1849
2107,December,December,984,BRAVE Combat Federation,141,144,168,63826058,3456000,99,410,1849
2107,December,December,984,Cage Warriors,158,160,184,56912002,3840000,99,410,1849
2107,December,December,984,KSW,159,160,184,60698758,3840000,99,410,1849
2107,December,December,984,Legacy Fighting Alliance,144,144,168,37706662,3456000,98,410,1849
2107,December,December,984,ONE Championship,191,200,224,93591221,4800000,99,410,1849
2107,December,December,984,Oktagon MMA,157,160,184,78212375,3840000,99,410,1849
2107,December,December,984,Professional Fighters League,183,200,224,99941226,4800000,99,410,1849
2107,December,December,984,RIZIN Fighting Federation,172,176,200,79984995,4224000,99,410,1849
2107,December,December,984,Ultimate Fighting Championship,259,280,304,104794030,6720000,99,410,1849
2108,July,July,991,Absolute Championship Akhmat,144,144,168,74226137,3456000,100,409,1846
2108,July,July,991,BAMMA,143,144,168,40692548,3456000,100,409,1846
2108,July,July,991,BRAVE Combat Federation,138,144,168,62782429,3456000,99,409,1846
2108,July,July,991,Cage Warriors,157,160,184,59798249,3840000,100,409,1846
2108,July,July,991,KSW,160,160,184,63677997,3840000,99,409,1846
2108,July,July,991,Legacy Fighting Alliance,144,144,168,41502979,3456000,100,409,1846
2108,July,July,991,ONE Championship,189,200,224,91715386,4800000,100,409,1846
2108,July,July,991,Oktagon MMA,158,160,184,80405562,3840000,99,409,1846
2108,July,July,991,Professional Fighters League,185,200,224,92978806,4800000,98,409,1846
2108,July,July,991,RIZIN Fighting Federation,171,176,200,80827012,4224000,99,409,1846
2108,July,July,991,Ultimate Fighting Championship,257,280,304,122373853,6720000,100,409,1846
2108,December,December,996,Absolute Championship Akhmat,144,144,168,70474090,3456000,99,409,1854
2108,December,December,996,BAMMA,144,144,168,38447442,3456000,99,409,1854
2108,December,December,996,BRAVE Combat Federation,139,144,168,65552119,3456000,99,409,1854
2108,December,December,996,Cage Warriors,158,160,184,57368117,3840000,99,409,1854
2108,December,December,996,KSW,159,160,184,67815076,3840000,99,409,1854
2108,December,December,996,Legacy Fighting Alliance,144,144,168,41165509,3456000,99,409,1854
2108,December,December,996,ONE Championship,190,200,224,86416237,4800000,99,409,1854
2108,December,December,996,Oktagon MMA,159,160,184,80739908,3840000,99,409,1854
2108,December,December,996,Professional Fighters League,187,200,224,90554549,4800000,99,409,1854
2108,December,December,996,RIZIN Fighting Federation,173,176,200,81761903,4224000,99,409,1854
2108,December,December,996,Ultimate Fighting Championship,257,280,304,118759128,6720000,99,409,1854
2109,July,July,1003,Absolute Championship Akhmat,141,144,168,74318261,3456000,100,410,1858
2109,July,July,1003,BAMMA,142,144,168,38840271,3456000,100,410,1858
2109,July,July,1003,BRAVE Combat Federation,142,144,168,62070950,3456000,99,410,1858
2109,July,July,1003,Cage Warriors,160,160,184,57021006,3840000,100,410,1858
2109,July,July,1003,KSW,160,160,184,66274902,3840000,99,410,1858
2109,July,July,1003,Legacy Fighting Alliance,144,144,168,42034998,3456000,100,410,1858
2109,July,July,1003,ONE Championship,192,200,224,88435826,4800000,99,410,1858
2109,July,July,1003,Oktagon MMA,159,160,184,86828765,3840000,100,410,1858
2109,July,July,1003,Professional Fighters League,187,200,224,99839714,4800000,100,410,1858
2109,July,July,1003,RIZIN Fighting Federation,171,176,200,81412185,4224000,99,410,1858
2109,July,July,1003,Ultimate Fighting Championship,260,280,304,121574064,6720000,100,410,1858
2109,December,December,1008,Absolute Championship Akhmat,143,144,168,70382407,3456000,99,409,1871
2109,December,December,1008,BAMMA,144,144,168,37002483,3456000,99,409,1871
2109,December,December,1008,BRAVE Combat Federation,141,144,168,59644820,3456000,99,409,1871
2109,December,December,1008,Cage Warriors,159,160,184,56409065,3840000,99,409,1871
2109,December,December,1008,KSW,159,160,184,64287249,3840000,99,409,1871
2109,December,December,1008,Legacy Fighting Alliance,144,144,168,43094423,3456000,99,409,1871
2109,December,December,1008,ONE Championship,197,200,224,77094941,4800000,97,409,1871
2109,December,December,1008,Oktagon MMA,160,160,184,89088867,3840000,99,409,1871
2109,December,December,1008,Professional Fighters League,191,200,224,86807752,4800000,98,409,1871
2109,December,December,1008,RIZIN Fighting Federation,172,176,200,76694821,4224000,98,409,1871
2109,December,December,1008,Ultimate Fighting Championship,261,280,304,126263288,6720000,99,409,1871
2110,July,July,1015,Absolute Championship Akhmat,144,144,168,74890400,3456000,100,411,1881
2110,July,July,1015,BAMMA,144,144,168,37897014,3456000,99,411,1881
2110,July,July,1015,BRAVE Combat Federation,143,144,168,59971051,3456000,100,411,1881
2110,July,July,1015,Cage Warriors,160,160,184,55102906,3840000,99,411,1881
2110,July,July,1015,KSW,160,160,184,69078190,3840000,100,411,1881
2110,July,July,1015,Legacy Fighting Alliance,144,144,168,43408704,3456000,100,411,1881
2110,July,July,1015,ONE Championship,195,200,224,78077310,4800000,99,411,1881
2110,July,July,1015,Oktagon MMA,160,160,184,102903980,3840000,100,411,1881
2110,July,July,1015,Professional Fighters League,196,200,224,95803015,4800000,100,411,1881
2110,July,July,1015,RIZIN Fighting Federation,172,176,200,73630147,4224000,98,411,1881
2110,July,July,1015,Ultimate Fighting Championship,263,280,304,134822769,6720000,99,411,1881
2110,December,December,1020,Absolute Championship Akhmat,144,144,168,71814388,3456000,99,410,1879
2110,December,December,1020,BAMMA,142,144,168,38344379,3456000,99,410,1879
2110,December,December,1020,BRAVE Combat Federation,144,144,168,60551910,3456000,99,410,1879
2110,December,December,1020,Cage Warriors,160,160,184,51552542,3840000,99,410,1879
2110,December,December,1020,KSW,158,160,184,71335352,3840000,99,410,1879
2110,December,December,1020,Legacy Fighting Alliance,143,144,168,44774641,3456000,99,410,1879
2110,December,December,1020,ONE Championship,194,200,224,74073220,4800000,99,410,1879
2110,December,December,1020,Oktagon MMA,160,160,184,100826057,3840000,99,410,1879
2110,December,December,1020,Professional Fighters League,195,200,224,88079576,4800000,99,410,1879
2110,December,December,1020,RIZIN Fighting Federation,173,176,200,70298453,4224000,98,410,1879
2110,December,December,1020,Ultimate Fighting Championship,266,280,304,126521326,6720000,99,410,1879
2111,July,July,1027,Absolute Championship Akhmat,144,144,168,69609157,3456000,99,412,1871
2111,July,July,1027,BAMMA,142,144,168,40088115,3456000,100,412,1871
2111,July,July,1027,BRAVE Combat Federation,140,144,168,61495329,3456000,100,412,1871
2111,July,July,1027,Cage Warriors,160,160,184,54411085,3840000,100,412,1871
2111,July,July,1027,KSW,158,160,184,72674934,3840000,100,412,1871
2111,July,July,1027,Legacy Fighting Alliance,143,144,168,48401182,3456000,99,412,1871
2111,July,July,1027,ONE Championship,190,200,224,75402534,4800000,100,412,1871
2111,July,July,1027,Oktagon MMA,160,160,184,109733305,3840000,100,412,1871
2111,July,July,1027,Professional Fighters League,195,200,224,87822501,4800000,99,412,1871
2111,July,July,1027,RIZIN Fighting Federation,175,176,200,68500317,4224000,99,412,1871
2111,July,July,1027,Ultimate Fighting Championship,264,280,304,118316992,6720000,98,412,1871
2111,December,December,1032,Absolute Championship Akhmat,144,144,168,64844772,3456000,99,411,1877
2111,December,December,1032,BAMMA,142,144,168,42131851,3456000,99,411,1877
2111,December,December,1032,BRAVE Combat Federation,144,144,168,61263897,3456000,99,411,1877
2111,December,December,1032,Cage Warriors,159,160,184,49636666,3840000,99,411,1877
2111,December,December,1032,KSW,160,160,184,69131907,3840000,99,411,1877
2111,December,December,1032,Legacy Fighting Alliance,144,144,168,47179340,3456000,99,411,1877
2111,December,December,1032,ONE Championship,190,200,224,78850484,4800000,99,411,1877
2111,December,December,1032,Oktagon MMA,160,160,184,104894889,3840000,99,411,1877
2111,December,December,1032,Professional Fighters League,193,200,224,83597965,4800000,99,411,1877
2111,December,December,1032,RIZIN Fighting Federation,176,176,200,63009823,4224000,98,411,1877
2111,December,December,1032,Ultimate Fighting Championship,265,280,304,113002785,6720000,97,411,1877
2112,July,July,1039,Absolute Championship Akhmat,144,144,168,69459461,3456000,100,411,1876
2112,July,July,1039,BAMMA,144,144,168,41494982,3456000,100,411,1876
2112,July,July,1039,BRAVE Combat Federation,144,144,168,66866038,3456000,100,411,1876
2112,July,July,1039,Cage Warriors,159,160,184,51630801,3840000,99,411,1876
2112,July,July,1039,KSW,160,160,184,69289673,3840000,99,411,1876
2112,July,July,1039,Legacy Fighting Alliance,144,144,168,48498109,3456000,100,411,1876
2112,July,July,1039,ONE Championship,188,200,224,88376971,4800000,100,411,1876
2112,July,July,1039,Oktagon MMA,158,160,184,100751980,3840000,100,411,1876
2112,July,July,1039,Professional Fighters League,193,200,224,87420672,4800000,99,411,1876
2112,July,July,1039,RIZIN Fighting Federation,174,176,200,63870170,4224000,98,411,1876
2112,July,July,1039,Ultimate Fighting Championship,268,280,304,115121547,6720000,98,411,1876
